<<<<<<< HEAD
²£«~¥N¸¹,¼tµP,«~¦W,¸Ô²Ó,³æ»ù,Åé¿n,­«¶q,ºØÃş½s¸¹,ºØÃş
10-98,ª÷¨®,¶ø§Q¦h,240mlÅø,109,760.5,701,J6,¶¼«~
10-99,¶ÂªQ,¨F¤h,330mlÅø,72,1014,554,J6,¶¼«~
10-100,¶ÂªQ,¨F¤h-¥[ÆQ,330mlÅø,79,1014,593,J6,¶¼«~
10-101,¶ÂªQ,¨T¤ô,330mlÅø,72,1014,494,J6,¶¼«~
10-102,ºû¤j¤O,¥[ÆQ¨F¤h,330mlÅø,79,1014,637,J6,¶¼«~
10-103,ºû¤j¤O,¨T¤ô,330ml²~,72,1014,592,J6,¶¼«~
10-104,ºû¥LÅSP,¨T¤ô,330mlÅø,85,1014,591,J6,¶¼«~
11-1,¨ı¤¦,¨ı¨ıA¥VµæÀn¦×¥V¯»,60g*3¸J/²Õ,55,4704,180,K1,ªwÄÑ
11-2,¨ı¤¦,¨ı¨ıA±Æ°©ÂûÄÑ,90g*3¸J/²Õ,55,4704,270,K1,ªwÄÑ
11-3,¨ı¤¦,¨ı¨ı¤@«~¬Ó´Â¤ûµ¬ÄÑ,185g*2¤J/²Õ,82,4704,370,K1,ªwÄÑ
11-4,¨ı¤¦,¨ı¨ı¤@«~­ì¥Ä¬Ã¨ı¤û¦×ÄÑ,185g*2¸J/²Õ,80,4704,370,K1,ªwÄÑ
11-5,¨ı¤¦,¨ı¨ı¤@«~­ì¥Ä¬Ã¨ıòi¦×ÄÑ,190g*2¸J/²Õ,80,4704,380,K1,ªwÄÑ
11-6,¨ı¤¦,¨ı¨ı¤@«~·¥«~¬õ¿N¤û¦×ÄÑ,178g*2¤J/²Õ,82,4704,356,K1,ªwÄÑ
11-7,¨ı¤¦,ÂùÅTªw¤õ¤s©¥¿N³b°©´öÄÑ,110g*3±í/²Õ,78,4704,330,K1,ªwÄÑ
11-8,¨ı¤¦,ÂùÅTªw¨ÊÂæ¤û¦×±íÄÑ,105g*3±í/²Õ,74,4704,315,K1,ªwÄÑ
11-9,¨ı¤¦,ÂùÅTªw«¢¿NÂA»¶¤û¦×´öÄÑ,109g*3±í/²Õ,78,4704,327,K1,ªwÄÑ
11-10,¨ı¤¦,ÂùÅTªwÂû½ŞÂù«÷,125g*3¤J/²Õ,78,4704,375,K1,ªwÄÑ
11-11,¨ı¤ı,¬õ¿N¤û¦×´öÄÑ,85g*3¤J/²Õ,52,4704,255,K1,ªwÄÑ
11-12,¨ı¤ı,­»Û£¦×Ã¼´öÄÑ,88g*3¤J/²Õ,56,4704,264,K1,ªwÄÑ
11-13,¨ı¤ı,³ÂªoÂûµ·´öÄÑ,85g*3¤J/²Õ,55,4704,255,K1,ªwÄÑ
11-14,ºû¤O,¤@«×ÃÙ¦ÑÂ|¤û¦×ÄÑ,185g*2¸J/²Õ,88,5206.25,370,K1,ªwÄÑ
11-15,ºû¤O,¤@«×ÃÙ-¨F¯ù¤û¦×ÄÑ,200g*2¸J/²Õ,96,5206.25,400,K1,ªwÄÑ
11-16,ºû¤O,¤@«×ÃÙ-¬õ¿N¤û¦×ÄÑ,200g*2¸J/²Õ,95,5206.25,400,K1,ªwÄÑ
11-17,ºû¤O,¤@«×ÃÙ-òi¦×ÄÑ,200g*2¸J/²Õ,88,5206.25,400,K1,ªwÄÑ
11-18,ºû¤O,¤j°®¸J°s­»´Ô³ÂÂû­·¨ıÄÑ,110g*2¤J/²Õ,49,5206.25,220,K1,ªwÄÑ
11-19,ºû¤O,¤j°®ÄÑ-¦aº»»¶´Ô,110g*2¸J/²Õ,45,5206.25,220,K1,ªwÄÑ
11-20,ºû¤O,¤j°®ÄÑ¦Ñ¥_¨Ê¬µÂæÄÑ,113g*2¸J/²Õ,48,5206.25,226,K1,ªwÄÑ
11-21,ºû¤O,¤j°®ÄÑ-¬õªo¾á¾á,110g*2¸J/²Õ,45,5206.25,220,K1,ªwÄÑ
11-22,ºû¤O,¤¤µØ¯SÀ\±í-³Â»¶½Ş¦×ÄÑ,140g*2¤J/²Õ,68,4075.5,280,K1,ªwÄÑ
11-23,ºû¤O,¤¤µØ¯SÀ\±í-»Äµæ¤û¦×ÄÑ,140g*2¤J/²Õ,72,4075.5,280,K1,ªwÄÑ
11-24,ºû¤O,¤¤µØ¯SÀ\±í-½µ¿N¤û¦×ÄÑ,145g*2¤J/²Õ,70,4075.5,290,K1,ªwÄÑ
11-25,ºû¤O,¬µÂæ±íÄÑ,90g*3±í/²Õ,54,4704,270,K1,ªwÄÑ
11-26,ºû¤O,¯u²n¶Â­J´Ô¤û¦×´öÄÑ,90g¡Ñ3¤J/²Õ,46,4704,270,K1,ªwÄÑ
11-27,ºû¤O,¯u²n½Ş¦×´öÄÑ,90g¡Ñ3¤J/²Õ,46,4704,270,K1,ªwÄÑ
11-28,ºû¤O,¯À­¹¬µÂæ±í,90g*3±í/²Õ,62,4704,270,K1,ªwÄÑ
11-29,ÂùÅTªw,«l¿@½Ş¦×´öÄÑ,106g*3/²Õ,80,6277.11,318,K1,ªwÄÑ
12-1,¤p¦ÑªO,«p¤ù®ü­a-­ì¨ı,36g/¥],55,1330,36,L1,¹s­¹
12-2,¤p¦ÑªO,«p¤ù®ü­a-»¶¨ı,36g/¥],55,1330,36,L1,¹s­¹
12-3,¤p¦ÑªO,«p¤ù®ü­a-¤s¸ª¨ı,36g/¥],55,1330,36,L1,¹s­¹
12-4,°ª©£«Î,¿N®ü­a¥b¤Á,25.2g/¥],65,598,25.2,L1,¹s­¹
12-5,°ª©£«Î,¨ı¥I¥b¤Á®ü­a,29g/¥],90,598,29,L1,¹s­¹
12-6,°ª©£«Î,Áú¦¡®ü­a,5.4g*3¥]/²Õ,40,990,16.2,L1,¹s­¹
12-7,°ª©£«Î,¨ı¥I®ü­aÀH¨­¥],3g*3¥]/²Õ,35,990,9,L1,¹s­¹
12-8,¾ï¥­«Î,¤é¦¡36§ô®ü­a¸gÀÙ¥],31.2g/¥],109,1768,31.2,L1,¹s­¹
12-9,¤¸¥»¤s,®ü­a6§ô¤J *5¥],5.2¤½§J,99,3016,5.2,L1,¹s­¹
12-10,¤¸¥»¤s,4¤Á®ü­a,5¥],50,990,5.2,L1,¹s­¹
12-11,¤¸¥»¤s,³¥®ü­a,4¤Á4ªT*5¥],49,990,26,L1,¹s­¹
12-12,¤¸¥»¤s,´ÂÂA®ü­a,10ªT*3¤J/¥],40,1248,30,L1,¹s­¹
12-13,¤¸¥»¤s,¹ï¤Á®ü­a-ªã¥½,31.2g/¥],77,598,31.2,L1,¹s­¹
12-14,¤¸¥»¤s,¹ï¤Á®ü­a-»¶¨ı,39g/¥],77,598,39,L1,¹s­¹
12-15,¤¸¥»¤s,´ÂÂA®ü­a,3¤Á30ªT/¥],69,598,90,L1,¹s­¹
12-16,¤¸¥»¤s,¨ı¥I¹ï¤Á®ü­a,39g,75,598,39,L1,¹s­¹
12-17,¨§¤§®a,«z¨F¦Ì»AªG¤l,210g/¥],62,672,210,L1,¹s­¹
12-18,«ê¦n,­»­»¨§,330g/¥],65,1560,330,L1,¹s­¹
12-19,«ê¦n,ºî¦X­»­»¨§,300g/¥],65,1560,300,L1,¹s­¹
12-20,²±­»¬Ã,³Â»¶«C¨§,220g/¥],49,1750,220,L1,¹s­¹
12-21,²±­»¬Ã,ªã­[«C¨§,240g/¥],50,1750,240,L1,¹s­¹
12-22,²±­»¬Ã,»[­»«C¨§,240g,49,1750,240,L1,¹s­¹
12-23,²±­»¬Ã,¸yªG,135g/¥],99,1249.5,135,L1,¹s­¹
12-24,²±­»¬Ã,§ö¤¯ªG,160g/¥],99,1249.5,160,L1,¹s­¹
12-25,²±­»¬Ã,§ö¤¯¤p³½,125g/¥],99,1249.5,125,L1,¹s­¹
12-26,²±­»¬Ã,¶}¤ßªG,150g/¥],92,882,150,L1,¹s­¹
12-27,¸q¬ü,­»»[«C¨§,178g/¥],42,1564,178,L1,¹s­¹
12-28,¸q¬ü,ªã¥½½Ü¨§,151¤½§J/¥],40,1564,151,L1,¹s­¹
12-29,¸q¬ü,ÄĞ¶p¸J¨§,151g/¥],40,1564,151,L1,¹s­¹
12-30,¸q¬ü,­ì¨ıºî¦XÅÖªG,155g/¥],129,682.5,155,L1,¹s­¹
12-31,¸q¬ü,¤p³½Äåªá½¼ºî¦XªG,104g/¥],80,682.5,104,L1,¹s­¹
12-32,¸q¬ü,¸yªG§ö¤¯,114g/¥],80,682.5,114,L1,¹s­¹
12-33,¸q¬ü,®Ö®ç§ö¤¯,114g/¥],83,682.5,114,L1,¹s­¹
12-34,¸q¬ü,¤p³½§ö¤¯,104g/¥],80,682.5,104,L1,¹s­¹
12-35,¸q¬ü,­»¯Ü§ö¤¯,132g/¥],80,682.5,132,L1,¹s­¹
12-36,¸q¬ü,»e¥Ä¸yªG,108g/¥],80,682.5,108,L1,¹s­¹
12-37,¸q¬ü,­ì¨ıºî¦X°íªG,145g/¥],129,780,145,L1,¹s­¹
12-38,¹Å¥İ,¤jÅú¨§,450g/¥],69,1748,450,L1,¹s­¹
12-39,¹Å¥İ,¯À­¹Åú¨§,450g/¥],65,1748,450,L1,¹s­¹
12-40,¸U·³µP,?«n´Çµ[¬Ä®Ö®ç?,140g/¥],98,682.5,140,L1,¹s­¹
12-41,¸U·³µP,Äåªá½¼ºî¦XªG,165g/²°,139,682.5,165,L1,¹s­¹
12-42,¸U·³µP,»e¥Ä¸yªG,180g/¥],98,682.5,180,L1,¹s­¹
12-43,¸U·³µP,­»¶p¸yªG,180g/¥],98,682.5,180,L1,¹s­¹
12-44,¸U·³µP,ºî¦XÅÖªG,180g/¥],89,682.5,180,L1,¹s­¹
12-45,¸U·³µP,³Â»¶ÂùªG,160g/¥],100,682.5,160,L1,¹s­¹
12-46,¸U·³µP,ºî¦X§ö¤¯±ø,225g/²°,150,1972,225,L1,¹s­¹
12-47,¸U·³µP,Äåªá½¼ºî¦XªG,140¤½§J/¥],100,682.5,140,L1,¹s­¹
12-48,¸U·³µP,©M­·©@­ùºdªG,120¤½§J/¥],100,682.5,120,L1,¹s­¹
12-49,¸U·³µP,³Â»¶¸yªG,160g/¥],105,682.5,160,L1,¹s­¹
12-50,¸U·³µP,¥i¥iºdªG,120g/¥],100,682.5,120,L1,¹s­¹
12-51,¸U·³µP,§ö¤¯ªG,180g/¥],100,682.5,180,L1,¹s­¹
12-52,¸U·³µP,ªã¥½§ö¤¯ªG,180g/¥],100,682.5,180,L1,¹s­¹
12-53,¸U·³µP,·¬¿}¸yªG,180g/¥],105,682.5,180,L1,¹s­¹
12-54,¸U·³µP,Á¡ÆQ¯MµH®Ö®ç,130g/¥],98,682.5,130,L1,¹s­¹
12-55,¸U·³µP,½¯²ùÅÖªG,160g/¥],100,685.125,160,L1,¹s­¹
12-56,¸U·³µP,µL½Õ¨ı§ö¤¯ªG,200g/¥],145,685.125,200,L1,¹s­¹
12-57,¸U·³µP,µL½Õ¨ı¸yªG,180g/¥],145,685.125,180,L1,¹s­¹
12-58,¸U·³µP,µL½Õ¨ı®Ö®ç§ö¤¯,180¤½§J/¥],145,685.125,180,L1,¹s­¹
12-59,¸U·³µP,µL½Õ¨ıºî¦XªG,180g/¥],145,685.125,180,L1,¹s­¹
12-60,Lay's¼Ö¨Æ,¼Ö¦h²Õ¦X¥]5¥]/³U,237g,79,6300,237,L2,¹s­¹
12-61,Lay's¼Ö¨Æ,¨É¼Ö¥]6¥]/³U,189g,45,6300,189,L2,¹s­¹
12-62,Lay's¼Ö¨Æ,ªi¼Ö«p¤ù²Õ¦X¥],43g*4¥]/³U,58,4680,172,L2,¹s­¹
12-63,Lay's¼Ö¨Æ,¼Ö¨Æ²Õ¦X¥],43g*4¥]/²Õ,56,4680,172,L2,¹s­¹
12-64,¦h¤O¦h´ş,ºî¦X²Õ¦X¥],54g*4¥]/²Õ,55,4680,216,L2,¹s­¹
12-65,¦Ê¨Æ,©_¦hºî¦X²Õ¦X¥],240¤½§J/¥],59,4680,240,L2,¹s­¹
12-66,¨Ä¨Ä,­»¿@¥©§J¤O²Õ¦X¥],52g*4¤J / ¥],52,4680,208,L2,¹s­¹
12-67,¨Ä¨Ä,¯ó²ù·Ò¨Å,52g*4¥]/²Õ,62,4680,208,L2,¹s­¹
12-68,¨Ä¨Ä,¥|¤JÅs¥J¥],208g/³U,62,4680,208,L2,¹s­¹
12-69,¨Ä¨Ä,¥¤ªo·¦¤l,52g*4¥]/²Õ,60,4680,208,L2,¹s­¹
12-70,¨Ä¨Ä,·Ò¨Å¥É¦Ì¯ÜªG,52g*4¥]/²Õ,59,4680,208,L2,¹s­¹
12-71,©ô©ô,®ö¨ı¥P¤À¨É¥],42g*4¥]/³U,59,4680,168,L2,¹s­¹
12-72,©ô©ô,¿N¦Ì«Î,350g/¥],99,6887.5,350,L2,¹s­¹
12-73,©ô©ô,ªi¨©¥P¸gÀÙ¥],350¤½§J/¥],85,6887.5,350,L2,¹s­¹
12-74,©ô©ô,·çªá¥P¨©¸gÀÙ¥],350g/¥],95,5800,350,L2,¹s­¹
12-75,©ô©ô,¥P¨©©¥¶ï¸gÀÙ¥],350g/¥],90,5800,350,L2,¹s­¹
12-76,©ô©ô,µL²á¬£¤j¥P¨©¶p,155g/¥],45,2400,155,L2,¹s­¹
12-77,©ô©ô,¥P¨©,112g/¥],39,1400,112,L2,¹s­¹
12-78,©ô©ô,³·»æ,145g/¥],39,2070,145,L2,¹s­¹
12-79,©ô©ô,¬õÄTª«»y¸gÀÙ¥],240g/¥],109,5800,240,L2,¹s­¹
12-80,©ô©ô,«p¿NÆQ¨ı,160g/¥],45,1976,160,L2,¹s­¹
12-81,©ô©ô,«p¿N®ü­a,160g/¥],45,1976,160,L2,¹s­¹
12-82,©ô©ô,³·¿N,170g/¥],39,2125,170,L2,¹s­¹
12-83,©ô©ô,¦Ì°_¥q,2ªT*18¤J,36,1748,240,L2,¹s­¹
12-84,µØ¤¸,ªi¯S¦h¬v¨¡¤ù,46g*4¥]/³U,75,6300,184,L2,¹s­¹
12-85,µØ¤¸,¯u¾{¨ıÅw¼Ö¥]-¬õ¿N,144G/³U,54,6300,114,L2,¹s­¹
12-86,¸Îºa,½¼¨ı¥ı®a±Ú²Õ¦X¥],4¥],52,4680,190,L2,¹s­¹
12-87,¸Îºa,½¼¨ı¥ıºî¦X¥],60¤½§J*4¤J/²Õ,54,4680,240,L2,¹s­¹
12-88,ÁpµØ,¥i¼ÖªG¶q³c¥],57g*4¥]/³U,59,6300,228,L2,¹s­¹
12-89,ÁpµØ,¥d­}¨º¼w¦{Á¦±ø¶q³c¥],42g*4¥]/³U,65,6300,168,L2,¹s­¹
12-90,ÁpµØ,¥d­}¨º¤û±Æ¶q³c¥],180¤½§J/¥],69,6300,180,L2,¹s­¹
12-91,ÁpµØ,¥i¼ÖªG¥j¦­¨ı¶q³c¥],57g*4¥]/³U,62,6300,228,L2,¹s­¹
12-92,ÁpµØ,¥i¼ÖªG¶q³c¥]-»¶¨ı,57g*4¥]/³U,58,6300,228,L2,¹s­¹
12-93,HAITAI,®ü¤ÓÄ¬¥´»æ,162g/²°,42,1518,162,L3,¹s­¹
12-94,HAITAI,®ü¤Ó½­µæÀç¾i»æ°®,194g/²°,49,1518,194,L3,¹s­¹
12-95,HAITAI,®ü¤Ó¥[¶tÀç¾i»æ,197g/²°,49,1518,197,L3,¹s­¹
12-96,HAITAI,®ü¤Ó¥[¶t°_¤h»æ,172g/²°,49,1518,172,L3,¹s­¹
12-97,HAITAI,®ü¤Ó¥[¶t§ö¤¯»æ,133g,49,1518,133,L3,¹s­¹
12-98,HAITAI,®ü¤Ó®ü­a¥[¶tÀç¾i»æ,197g/²°,49,1518,197,L3,¹s­¹
12-99,HAITAI,®ü¤Óªª³õÂA¨Å»æ,162g/²°,49,1518,162,L3,¹s­¹
12-100,¤¤¥ß,Ä¬¥´»æ,175g/¥],33,918,175,L3,¹s­¹
12-101,¤¤¥ß,´ÔÆQ»æ°®,175g/¥],33,918,175,L3,¹s­¹
12-102,¤¤²»,³ÁÁJÄ¬¥´,160g/¥],23,880,160,L3,¹s­¹
12-103,¤¤²»,¦ÛµM?ÆQ,120g/¥],36,1440,120,L3,¹s­¹
12-104,¤é¬°,¤ÑµM?·½,160g/¥],28,1323,160,L3,¹s­¹
12-105,¥xÆQ,®üÆQÄ¬¥´»æ°®,168¤½§J/²°,55,1938.75,168,L3,¹s­¹
12-106,¥xÆQ,¶Â­J´ÔÄ¬¥´»æ°®,168¤½§J/²°,55,1938.75,168,L3,¹s­¹
12-107,©_¤ñ¼Ö,°_¤h»æ,320g/¥],65,1518,320,L3,¹s­¹
12-108,±Å¤ô°a,°ªÅÖÄ¬¥´»æ,150g/²°,39,864,150,L3,¹s­¹
12-109,³ß¦~¨Ó,¤û¥¤Àç¾i»æ,180g/²°,55,2062.5,180,L3,¹s­¹
12-110,³ß¦~¨Ó,·¦¥¤Àç¾i»æ,180g/²°,55,2062.5,180,L3,¹s­¹
12-111,³ß¦~¨Ó,¥ÌÂÅÄ¬¥´»æ°®¶W­È¥],207g/²°,59,1940.625,207,L3,¹s­¹
12-112,³ß¦~¨Ó,¨È³Â¤¯ëL³ÁÄ¬¥´»æ°®¶W­È¥],207g/²°,59,1940.625,207,L3,¹s­¹
12-113,¸q¬ü,¬ü¨ıµµµæÄ¬¥´»æ°®,192g/²°,47,885.5,192,L3,¹s­¹
12-114,¸q¬ü,°·±d¨ú¦VÄ¬¥´»æ°®,205g/²°,34,1358.5,205,L3,¹s­¹
12-115,¸q¬ü,¤ÑµM¨ú¦VÄ¬¥´»æ°®-µµµæ,140g/²°,28,1323,140,L3,¹s­¹
12-116,¸q¬ü,¤ÑµM¨ú¦VÄ¬¥´»æ°®-ÂA½µ,140g/²°,28,1323,140,L3,¹s­¹
12-117,¸q¬ü,ªÛ³Â¿P³Á¦h½\ª«Ä¬¥´»æ°®,135g/²°,33,900,135,L3,¹s­¹
12-118,¸q¬ü,½\ª«Ä¬¥´»æ,270/²°,69,2762.5,270,L3,¹s­¹
12-119,ÀuÀs,ACE¤p³Á­FªŞ»æ,200g/²°,55,1391.5,200,L3,¹s­¹
12-120,ÀuÀs,°g§AÄ¬¥´»æ°®,128g/²°,55,1391.5,128,L3,¹s­¹
12-121,ÀuÀs,ACE¦ËÆQÄ¬¥´»æ°®,149g,50,1391.5,149,L3,¹s­¹
12-122,Lay's¼Ö¨Æ,¼Ö¨Æªi¼Ö¤E¦{©¥¿N®ü­a¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-123,Lay's¼Ö¨Æ,®õ°ê¬½»¶­»ª£ÃÉ¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-124,Lay's¼Ö¨Æ,¿D¬w»¨±¡¸Á»eBBQ¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-125,Lay's¼Ö¨Æ,ªi¼Ö¦L«×¯«¯µ¨¯­»¯NÂû¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-126,Lay's¼Ö¨Æ,ªi¼Ö­»¶pÂû»L¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-127,Lay's¼Ö¨Æ,ªi¼Ö®üÂAÁ`¶×¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-128,Lay's¼Ö¨Æ,¤õÃz­»»¶¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-129,Lay's¼Ö¨Æ,ªi¼Ö­»¯N¦Ø±Æ¬v¨¡¤ù,97g/¥],35,2625,97,L4,¹s­¹
12-130,Lay's¼Ö¨Æ,·ç¤h­»¿@°_¥q,97g/¥],35,2625,97,L4,¹s­¹
12-131,Lay's¼Ö¨Æ,¬ü°ê¸g¨å­ì¨ı,97g/¥],35,2625,97,L4,¹s­¹
12-132,Lay's¼Ö¨Æ,¤E¦{©¥¿N®ü­a,97g/¥],35,2625,97,L4,¹s­¹
12-133,Lay's¼Ö¨Æ,®õ°ê¬½»¶­»ª£ÃÉ¬£¹ï¤À¨É¥],150g/¥],55,2625,150,L4,¹s­¹
12-134,Lay's¼Ö¨Æ,ªi¼Ö­»¯N¦Ø±Æ¬£¹ï¤À¨É¥],150g/¥],55,2625,150,L4,¹s­¹
12-135,Lay's¼Ö¨Æ,·ç¤h­»¿@°_¥q,43g/¥],18,2625,43,L4,¹s­¹
12-136,Lay's¼Ö¨Æ,¤E¦{©¥¿N®ü­a,43g/¥],18,2625,43,L4,¹s­¹
12-137,Lay's¼Ö¨Æ,¬ü°ê¸g¨å­ì¨ı¬£¹ï¤À¨É¥],150g/¥],55,2625,150,L4,¹s­¹
12-138,Lay's¼Ö¨Æ,¤E¦{©¥¿N®ü­a¬£¹ï¤À¨É¥],150g/¥],55,2625,150,L4,¹s­¹
12-139,Lay's¼Ö¨Æ,®õ¦¡»Ä»¶´ö¬v¨¡¤ù,97g/¥],39,2625,97,L4,¹s­¹
12-140,´ò¦À«Î,¥d»¶©i¤[V·P«p¤Á ¬£¹ï¤À¨É¥],160g/¥],55,4104,160,L4,¹s­¹
12-141,´ò¦À«Î,¥d»¶©i¤[-¥d»¶®ü­a¬v¨¡¤ù,82g/¥],33,4104,82,L4,¹s­¹
12-142,´ò¦À«Î,¥d»¶©i¤[¬v¨¡¤ù,82g/¥],39,4104,82,L4,¹s­¹
12-143,´ò¦À«Î,¥d»¶©i¤[¬£¹ï¤À¨É¥],160g/¥],59,4104,160,L4,¹s­¹
12-144,µØ¤¸,ªiªº¦h¶W«p¤Á¬v¨¡¤ù-³H¥J·Î¨ı,82g/¥],28,4104,82,L4,¹s­¹
12-145,µØ¤¸,¥d»¶©i¤[Á`¶×©ÜÂÄ«p¤Á¬v¨¡¤ù,78g/¥],33,2625,78,L4,¹s­¹
12-146,µØ¤¸,ªiªº¦h¬v¨¡¤ù-¶Â­J´Ô¤û±Æ,82g/¥],33,2625,82,L4,¹s­¹
12-147,µØ¤¸,ªiªº¦h¬v¨¡¤ù-¬Ó®a¥¤ªo,82g/¥],33,2625,82,L4,¹s­¹
12-148,µØ¤¸,ªiªº¦h«p¤Á¬v¨¡¤ù-³H¥J·Î»¶¨ı,82g/¥],34,2625,82,L4,¹s­¹
12-149,µØ¤¸,ªiªº¦hÅw¼Ö¬£¹ï¥]-³H¥J·Î»¶¨ı,180g/¥],59,2625,180,L4,¹s­¹
12-150,µØ¤¸,¯u¾{¨ı¬õ¿N,105g/¥],33,2625,105,L4,¹s­¹
12-151,µØ¤¸,ªiªº¦hÅw¼Ö¬£¹ï¥]-¶Â­J´Ô¤û±Æ,195g/¥],55,2625,195,L4,¹s­¹
12-152,µØ¤¸,ªiªº¦hÅw¼Ö¬£¹ï¥]-³H¥J·Î¤f¨ı,180g/¥],49,2625,180,L4,¹s­¹
12-153,µØ¤¸,ªiªº¦h¬v¨¡¤ù-³H¥J·Î,82g/¥],30,2625,82,L4,¹s­¹
12-154,ÁpµØ,¥d­}¨º«p¤Á­»»¶,110g/¥],39,2625,110,L4,¹s­¹
12-155,ÁpµØ,¥d­}¨ºÆQ¨ı,110g/¥],39,2625,110,L4,¹s­¹
12-156,ÁpµØ,¥d­}¨º¥xÆW­»¨¡¯Ü¤ù,80g/¥],39,2625,80,L4,¹s­¹
12-157,ÁpµØ,¥d­}¨º¼w¦{Á¦±ø­X¥Ä,100g/¥],39,2625,100,L4,¹s­¹
12-158,ÁpµØ,¥d­}¨º«p¤Á¤û±Æ,110g/¥],39,2625,110,L4,¹s­¹
12-159,Pringles,«~«È¬v¨¡¤ù-­ì¨ı,134¤½§J/Åø,49,1376,134,L4,¹s­¹
12-160,Pringles,«~«È¬v¨¡¤ù-¬v½µ¨ı,134¤½§J/Åø,49,1376,134,L4,¹s­¹
12-161,Pringles,«~«È¬v¨¡¤ù-­»»¶¤f¨ı,134¤½§J/Åø,53,1376,134,L4,¹s­¹
12-162,Pringles,«~«È¬v¨¡¤ù-­»¿@°_¥q¤f¨ı,134¤½§J/Åø,49,1376,134,L4,¹s­¹
12-163,Jacker,³Ç¥i¬v¨¡¤ù-½­µæ,160g/Åø,49,1376,160,L4,¹s­¹
12-164,Jacker,³Ç¥i¬v¨¡¤ù-¿»­X,160g/Åø,49,1376,160,L4,¹s­¹
12-165,Jacker,³Ç¥i¬v¨¡¤ù-°_¥q¨ı,160g/Åø,49,1376,160,L4,¹s­¹
12-166,Jacker,³Ç¥i¬v¨¡¤ù-»Ä¥¤¬v½µ¨ı,160g/Åø,49,1376,160,L4,¹s­¹
12-167,Jacker,³Ç¥i¬v¨¡¤ù-¿N¯N¨ı,160¤½§J/Åø,49,1376,160,L4,¹s­¹
12-168,Jacker,³Ç¥i¬v¨¡¤ù-­»»¶¨ı,160¤½§J/Åø,49,1376,160,L4,¹s­¹
12-169,Jacker,³Ç¥i¬v¨¡¤ù-­ì¨ı,160¤½§J/Åø,49,1376,160,L4,¹s­¹
12-170,Pringles,«~«È¬v¨¡¤ù-¤ñÂÄ¤f¨ı,134¤½§J/Åø,55,1376,134,L4,¹s­¹
12-171,Pringles,«~«È¬v¨¡¤ù-ºÒ¯NBBQ¤f¨ı,134¤½§J/,55,1376,134,L4,¹s­¹
12-172,Lay's¼Ö¨Æ,®a®x¸¹Áú¦¡­»»¶¬v¨¡¤ù,260g/²°,79,2310,260,L4,¹s­¹
12-173,Lay's¼Ö¨Æ,®a®x¸¹­ì¨ı¬v¨¡¤ù,260g/²°,79,2310,260,L4,¹s­¹
12-174,Lay's¼Ö¨Æ,®a®x¸¹Âû¥Ä¬v¨¡¤ù,260g/²°,79,2310,260,L4,¹s­¹
12-175,Lay's¼Ö¨Æ,®a®x¸¹¥¤ÖK­»½µ¬v¨¡,260g/²°,79,2310,260,L4,¹s­¹
12-176,Lay's¼Ö¨Æ,®a®x¸¹Ãz¿@°_¥q¬v¨¡¤ù,260g/²°,79,2625,260,L4,¹s­¹
12-177,Crown,¥©§J¤O¬£,180g/²°,42,1328.25,180,L5,¹s­¹
12-178,LOTTE,¼Ö¤Ñ³J¶À¬£,23g*6¥]/²°,59,1394.25,138,L5,¹s­¹
12-179,LOTTE,¼Ö¤Ñ¥©§J¤O¬£,336g/¥],72,750,336,L5,¹s­¹
12-180,LOTTE,¼Ö¤Ñ¥©§J¤O¬£,28g*6¥]/²°,43,1394.96,168,L5,¹s­¹
12-181,Market O,¥¬®Ô¥§³J¿|-­»¯ó¤f¨ı,80g/²°,79,735,80,L5,¹s­¹
12-182,Market O,¥¬®Ô¥§³J¿|,80g/²°,79,735,80,L5,¹s­¹
12-183,¥i¤f,·¬¿}¬£¶q³c¥],116g/²°,55,956.25,116,L5,¹s­¹
12-184,¥i¤f,¤d¼h¬£¶q³c¥],114g/²°,65,956.25,114,L5,¹s­¹
12-185,¥i¤f,¸²µå¬£¶q³c¥],124g/²°,65,956.25,124,L5,¹s­¹
12-186,§»¨È,77¦³À`'sÂùÀ`-¶Â¥©§J¤O­»¯ó,220¤½§J/²°,67,2646.875,220,L5,¹s­¹
12-187,§»¨È,77·s¶Q¬£´£©Ô¦ÌÄ¬22¤J,206g/²°,59,2640,106,L5,¹s­¹
12-188,§»¨È,77·s¶Q¬£¨Å»Ä 18¤J,234g/²°,59,2280,234,L5,¹s­¹
12-189,§»¨È,77·s¶Q¬£¥©§J¤OÂÅ²ù,234g/²°,59,2280,234,L5,¹s­¹
12-190,§»¨È,77·s¶Q¬£¥©§J¤Oºñ¯ù18¶ô,225g/²°,59,2280,225,L5,¹s­¹
12-191,§»¨È,77·s¶Q¬£¥©§J¤O¯ó²ù18¶ô,234g/²°,59,2280,234,L5,¹s­¹
